BOROUGH,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
2,2699,12,10459,3,0,3,1910,1,500000
2,2699,30,10459,3,0,3,2006,1,710000
2,2700,151,10459,3,0,3,2005,1,700000
2,2700,151,10459,3,0,3,2005,1,350000
2,2704,21,10459,3,0,3,1904,1,650000
2,2705,22,10459,3,0,3,2006,1,487000
2,2708,52,10455,3,0,3,1901,1,690000
2,2716,32,10459,3,0,3,1901,1,600000
2,2724,18,10459,3,0,3,1995,1,605000
2,2724,218,10459,3,0,3,1995,1,620000
2,2733,23,10459,3,0,3,2005,1,440000
2,2733,24,10459,3,0,3,1901,1,280000
2,2745,42,10459,3,0,3,1901,1,466440
2,2748,22,10459,3,0,3,1910,1,323000
2,2754,137,10459,3,0,3,2004,1,630000
2,2754,139,10459,3,0,3,2004,1,600000
2,2758,13,10459,3,0,3,1899,1,550000
2,2931,5,10456,3,0,3,1920,1,295000
2,2935,20,10456,3,0,3,2006,1,295000
2,2961,144,10459,3,0,3,2006,1,633000
2,2964,62,10459,3,0,3,1998,1,600000
2,2968,101,10459,3,0,3,2005,1,675000
2,2968,103,10459,3,0,3,2005,1,445000
2,2970,5,10459,3,0,3,2006,1,568560
2,2970,11,10459,3,0,3,1901,1,525000
2,2970,12,10459,3,0,3,1901,1,525000
2,2971,51,10459,3,0,3,2006,1,640000
2,2972,22,10459,3,0,3,1910,1,500000
2,2972,22,10459,3,0,3,1910,1,200000
2,2972,43,10459,3,0,3,1910,1,480000
2,2974,8,10459,3,0,3,1920,1,266600
2,2986,116,10459,3,0,3,1999,1,592000
2,2993,32,10459,3,0,3,1910,1,370000
2,2994,12,10459,3,0,3,2004,1,636000
2,2994,31,10459,3,0,3,1901,1,179000
2,2360,1007,10451,1,0,1,1994,1,296801
2,2360,1069,10456,1,0,1,1994,1,185000
2,2360,1072,10456,1,0,1,1994,1,220000
2,2360,1104,10451,1,0,1,1994,1,260000
2,2360,1105,10451,1,0,1,1994,1,180285
2,2360,1105,10451,1,0,1,1994,1,184736
2,2360,1203,10451,1,0,1,1994,1,215000
2,2360,1223,10455,1,0,1,1994,1,250000
2,2360,1250,10456,1,0,1,1994,1,230000
2,2630,1003,10456,1,0,1,1993,1,255000
2,2677,1011,10459,1,0,1,1995,1,160000
2,2677,1037,10459,1,0,1,1995,1,215000
2,2677,1038,10459,1,0,1,1995,1,255000
2,2677,1096,10459,1,0,1,0,1,189000
2,2677,1136,10459,1,0,1,0,1,215000
2,2372,13,10456,0,0,0,0,1,450000
2,2374,80,10455,0,0,0,0,1,350000
2,2374,84,10455,0,0,0,0,1,360000
2,2378,29,10451,0,0,0,0,1,420000
2,2384,120,10451,0,0,0,0,1,275000
2,2620,35,10456,0,0,0,0,1,325000
2,2627,2,10456,0,0,0,0,1,76368
2,2627,148,10456,0,0,0,0,1,175000
2,2669,19,10456,0,0,0,0,1,200000
2,2669,24,10456,0,0,0,0,1,2610400
2,2692,79,10459,0,0,0,0,1,300000
2,2718,50,10459,0,0,0,0,1,400000
2,2718,50,10459,0,0,0,0,1,819048
2,2745,35,10459,0,0,0,0,1,375000
2,2745,35,10459,0,0,0,0,1,180000
2,2745,40,10459,0,0,0,0,1,350000
2,2745,41,10459,0,0,0,0,1,350000
2,2994,11,0,0,0,0,0,1,290000
2,2365,25,10451,10,0,10,1925,2,1615228
2,2371,1,10456,21,3,24,1918,2,4752467
2,2383,5,10451,26,1,27,1914,2,4400000
2,2383,17,10451,10,0,10,1931,2,1400000
2,2394,29,10456,8,0,8,1931,2,1260000
2,2612,53,10456,37,0,37,1916,2,7000000
2,2612,67,10456,4,0,4,1910,2,25000
2,2613,20,10456,9,0,9,1910,2,1800000
2,2627,62,10456,4,0,4,1910,2,747500
2,2681,20,10459,4,0,4,1910,2,301600
2,2681,22,10459,15,1,16,1904,2,1881998
2,2681,27,10459,15,0,15,1909,2,2396480
2,2681,32,10459,20,0,20,1910,2,2690374
2,2681,33,10459,20,0,20,1910,2,2670472
2,2681,34,10459,15,0,15,1910,2,2260672
2,2686,14,10455,4,0,4,1910,2,825000
2,2687,6,10455,4,0,4,1910,2,880000
2,2690,206,10459,4,0,4,1910,2,540000
2,2703,14,10459,27,4,31,1937,2,6200000
2,2703,50,10459,41,0,41,1911,2,6250000
2,2743,33,10459,6,0,6,1925,2,935000
2,2743,34,10459,7,0,7,1920,2,750000
2,2754,68,10459,8,0,8,1910,2,1555000
2,2756,38,10459,4,0,4,1930,2,625000
2,2756,39,10459,4,0,4,1930,2,575000
2,2756,49,10459,4,0,4,1930,2,650000
2,2756,78,10459,4,0,4,1930,2,545000
2,2935,13,10456,9,0,9,1904,2,840000
2,2961,18,10456,32,0,32,1931,2,3975000
2,2962,30,10459,15,1,16,1905,2,2950000
2,2999,14,10459,5,0,5,1931,2,100000
2,2612,58,10456,56,6,62,1928,2,12000000
2,2615,8,10456,56,0,56,1928,2,8800000
2,2360,70,10451,0,0,0,1928,2,65000
2,2360,70,10451,0,0,0,1928,2,90000
2,2360,70,10451,0,0,0,1928,2,65000
2,2972,34,10459,0,0,0,1930,2,140000
2,2972,34,10459,0,0,0,1930,2,110000
2,2972,34,10459,0,0,0,1930,2,84900
2,2972,34,10459,0,0,0,1930,2,125000
2,2707,30,10455,0,0,0,2008,2,212268
2,2686,1006,10455,1,0,1,0,2,260000
2,2686,1010,10455,1,0,1,0,2,217000
2,2686,1010,10455,1,0,1,0,2,98492
2,2748,1031,10459,1,0,1,1915,2,125000
2,2749,1007,10459,1,0,1,1915,2,126000
2,2749,1007,10459,1,0,1,1915,2,81808
2,2749,1040,10459,1,0,1,1915,2,129386
2,2749,1045,10459,1,0,1,1915,2,140000
2,2364,1004,10451,1,0,1,0,2,205000
2,2364,1010,10451,1,0,1,2006,2,294060
2,2381,1046,10451,1,0,1,2008,2,265000
2,2381,1050,10451,1,0,1,2008,2,270000
2,2381,1055,10451,1,0,1,2008,2,208000
2,2374,104,10455,5,1,6,1925,2,710000
2,2657,17,10456,2,2,4,1910,2,300000
2,2690,20,10459,2,2,4,1910,2,400000
2,2979,12,10459,6,1,7,1931,2,1000000
2,2999,24,10459,5,3,8,1931,2,500000
2,2729,67,10455,0,1,1,1937,4,2000000
2,2675,26,10455,0,4,4,1915,4,3000000
2,2979,4,10459,0,1,1,1925,4,1030000
2,2979,4,10459,0,1,1,1925,4,285000
2,2979,20,10459,0,1,1,1924,4,2000000
2,2690,123,10459,0,1,1,1907,4,5700000
2,2387,1,10456,0,5,5,1931,4,9000000
2,2745,18,10459,0,2,2,1920,4,2000000
2,2756,90,10459,0,1,1,1937,4,3700000
2,2371,61,10456,0,0,0,1931,4,230000
2,2387,25,10456,0,1,1,2003,4,4500000
2,2392,51,10456,0,1,1,1931,4,1133275
2,2608,11,10456,0,2,2,1930,4,355000
2,2657,20,10456,0,0,0,0,4,150000
2,2690,109,10459,0,0,0,0,4,2000000
2,2691,77,10459,0,1,1,1910,4,250000
2,2705,5,10459,0,0,0,0,4,830000
2,2756,85,10459,0,12,12,1930,4,5000000
2,3006,19,10459,0,0,0,0,4,1200000
2,3006,21,0,0,0,0,0,4,800000
2,2370,38,10456,0,1,1,1931,4,930000
2,2376,23,10455,0,1,1,1931,4,3200000
2,2387,10,10456,0,1,1,1911,4,9950000
2,2608,60,10456,0,0,0,0,4,1750000
2,2615,3,10456,0,0,0,0,4,595000
2,2692,40,10459,0,0,0,0,4,100000
2,2705,3,10459,0,0,0,0,4,750000
2,2715,1,10459,0,0,0,0,4,1690700
2,2708,32,10455,0,1,1,1910,4,975000
2,2733,17,10459,0,1,1,1920,4,3259250
2,2382,48,10451,0,1,1,1915,4,16000000
2,2373,37,10456,0,0,0,0,4,200000
2,2742,1001,10459,0,0,1,2005,4,5000000
2,2278,38,10454,1,0,1,1901,1,500000
2,2278,46,10454,1,0,1,1901,1,795000
2,2280,17,10454,1,0,1,1901,1,835000
2,2284,23,10454,1,0,1,1910,1,525000
2,2284,33,10454,1,0,1,1910,1,720000
2,2284,33,10454,1,0,1,1910,1,414000
2,2286,29,10454,1,0,1,1910,1,588000
2,2286,109,10454,1,0,1,1910,1,585000
2,2286,113,10454,1,0,1,1901,1,445000
2,2287,18,10454,1,0,1,1901,1,540000
2,2287,18,10454,1,0,1,1901,1,450000
2,2287,22,10454,1,0,1,1899,1,685000
2,2288,73,10454,1,0,1,1899,1,326500
2,2288,87,10454,1,0,1,1901,1,320000
2,2307,28,10454,1,0,1,1901,1,80000
2,2600,103,10455,1,0,1,1900,1,1100000
2,2278,17,10454,2,0,2,1901,1,565000
2,2280,71,10454,2,1,3,1901,1,483668
2,2280,80,10454,2,0,2,1899,1,640000
2,2289,117,10454,2,0,2,1990,1,335000
2,2289,122,10454,2,0,2,1990,1,510000
2,2289,123,10454,2,0,2,1990,1,549000
2,2289,162,10454,2,0,2,1993,1,410036
2,2290,136,10455,2,0,2,1991,1,500000
2,2290,140,10455,2,0,2,1991,1,590000
2,2290,162,10454,2,0,2,1991,1,491000
2,2314,69,10454,2,0,2,1899,1,959000
2,2554,37,10454,2,0,2,1999,1,525000
2,2555,112,10454,2,0,2,2000,1,490000
2,2565,55,10454,2,0,2,1920,1,425000
2,2577,22,10455,2,0,2,1901,1,750000
2,2581,32,10455,2,0,2,1910,1,418000
2,2598,98,10454,2,0,2,1901,1,275000
2,2600,101,10455,2,0,2,1901,1,900000
2,2274,15,10455,3,0,3,1960,1,350000
2,2283,121,10454,3,0,3,2006,1,528000
2,2283,122,10454,3,0,3,2006,1,570000
2,2285,122,10454,3,0,3,1994,1,700000
2,2285,130,10454,3,0,3,1994,1,680000
2,2314,27,10454,3,0,3,1899,1,519307
2,2573,37,10454,3,0,3,1910,1,530000
2,2600,78,10455,3,0,3,1901,1,381000
2,2600,166,10455,3,0,3,1901,1,600000
2,2261,45,10454,12,3,15,1925,2,2645000
2,2268,8,10454,7,1,8,1931,2,1425000
2,2282,14,10454,8,1,9,1931,2,2100000
2,2283,61,10454,8,1,9,1931,2,1200000
2,2288,34,10454,8,0,8,1931,2,1450000
2,2288,35,10454,16,0,16,1931,2,2100000
2,2296,45,10454,4,0,4,1915,2,1530000
2,2314,86,10454,4,0,4,1915,2,42000
2,2315,16,10454,12,0,12,1931,2,1700000
2,2546,140,10454,13,4,17,1915,2,3650000
2,2554,2,10454,10,0,10,1920,2,1232030
2,2554,8,10454,14,1,15,1910,2,2597252
2,2562,23,10454,20,0,20,1910,2,4025000
2,2565,66,10454,6,0,6,1915,2,1000000
2,2566,1,10454,20,1,21,1905,2,3416385
2,2566,18,10454,19,4,23,1910,2,5750000
2,2598,77,10454,12,1,13,1905,2,1400000
2,2290,1,10454,0,0,0,1910,2,25000
2,2582,61,10455,0,0,0,1920,2,107000
2,2315,1006,10454,1,0,1,1904,2,765000
2,2315,1010,10454,1,0,1,1904,2,700000
2,2268,11,10454,6,3,9,1931,2,1150000
2,2296,46,10454,4,1,5,1915,2,950000
2,2296,49,10454,4,1,5,2013,2,2600000
2,2329,87,10451,6,1,7,1915,2,1350000
2,2327,4,10455,0,1,1,1910,4,2582000
2,2327,39,10455,0,5,5,1957,4,17500000
2,2287,9,10454,0,1,1,1995,4,661000
2,2307,37,10455,0,1,1,1931,4,3618000
2,2314,49,10454,2,1,3,1910,4,2400000
2,2320,77,10451,0,2,2,1931,4,2400000
2,2315,3,10454,0,1,1,1931,4,2075000
2,2278,56,10454,0,1,1,1931,4,7000000
2,2319,109,10451,0,3,3,1931,4,17000000
2,2320,88,10451,0,1,1,1961,4,800000
2,2333,12,10451,0,4,4,1931,4,5000000
2,2340,28,10451,0,1,1,1958,4,11000000
2,2584,1,10454,0,2,2,1931,4,700000
2,2586,65,10454,0,1,1,1931,4,2350000
2,2292,32,10455,0,4,4,1931,4,1235000
2,2320,43,10451,0,1,1,1954,4,750000
2,2565,1,10454,0,1,1,1931,4,11750000
2,2569,1,10454,0,1,1,2010,4,3500000
2,2599,2,10454,0,3,3,1931,4,825000
2,2351,12,10451,0,1,1,1931,4,5600000
2,2351,20,10451,0,1,1,1931,4,5000000
2,2588,33,10454,0,3,3,1929,4,19086600
2,2598,80,10454,0,0,0,0,4,420000
2,2598,183,10454,0,0,0,0,4,125000
2,2283,50,10454,0,1,1,1910,4,8524937
2,2281,67,10454,0,1,1,1910,4,275000
2,2315,30,10454,0,4,4,1931,4,5016310
2,2278,53,0,0,0,0,0,4,1200000
2,2315,1001,10454,0,0,1,1904,4,455000
2,2802,22,10457,1,0,1,1901,1,580000
2,2802,22,10457,1,0,1,1901,1,205000
2,2808,131,10453,1,0,1,1910,1,425000
2,2809,26,10457,1,0,1,1940,1,725000
2,2811,29,10457,1,0,1,1899,1,368000
2,2826,70,10453,1,0,1,1899,1,353000
2,2892,17,10457,1,0,1,1910,1,495000
2,2799,40,10457,2,0,2,1901,1,599000
2,2802,12,10457,2,0,2,1901,1,610000
2,2802,32,10457,2,0,2,1905,1,430000
2,2807,10,10453,2,0,2,1899,1,499999
2,2809,34,10457,2,1,3,1901,1,575000
2,2812,27,10457,2,0,2,2004,1,545000
2,2814,58,10457,2,0,2,1899,1,650000
2,2814,151,10457,2,0,2,1901,1,339150
2,2820,43,10457,2,0,2,1901,1,250000
2,2829,33,10453,2,0,2,1899,1,475000
2,2848,50,10453,2,0,2,1920,1,565000
2,2849,63,10453,2,0,2,1920,1,600000
2,2849,63,10453,2,0,2,1920,1,352000
2,2892,16,10457,2,0,2,1910,1,555000
2,2790,4,10457,3,0,3,1997,1,678000
2,2791,50,10457,3,0,3,1910,1,493000
2,2793,22,10457,3,0,3,1920,1,410000
2,2796,39,10457,3,0,3,1930,1,740000
2,2799,16,10457,3,0,3,1899,1,764500
2,2799,17,10457,3,0,3,1899,1,390101
2,2800,77,10457,3,0,3,1899,1,585000
2,2800,90,10457,3,0,3,1899,1,585000
2,2809,28,10457,3,0,3,1899,1,1850000
2,2828,42,10453,3,0,3,1930,1,395000
2,2829,14,10453,3,0,3,1899,1,400000
2,2829,21,10453,3,0,3,1899,1,140000
2,2829,21,10453,3,0,3,1899,1,445000
2,2849,38,10453,3,0,3,1920,1,650000
2,2852,35,10453,3,0,3,1901,1,745000
2,2852,36,10453,3,0,3,1930,1,10000
2,2888,33,10457,3,0,3,2016,1,1850000
2,2892,18,10457,3,0,3,1920,1,540000
2,2810,7,10457,0,1,1,1920,1,4900000
2,2793,11,10457,27,0,27,1917,2,4700000
2,2799,25,10457,43,0,43,1920,2,6240000
2,2844,50,10452,38,0,38,1925,2,5726700
2,2849,70,10453,56,0,56,1925,2,19100000
2,2791,5,10457,50,0,50,1940,2,7720000
2,2809,1,10457,40,2,42,1925,2,7450000
2,2810,50,10457,31,0,31,1939,2,4940000
2,2821,68,10457,222,0,222,1929,2,38100000
2,2850,23,10453,99,0,99,2007,2,26000000
2,2826,11,10453,0,0,0,1925,2,85000
2,2805,16,10453,0,0,0,1936,2,295000
2,2805,16,10453,0,0,0,1936,2,170000
2,2810,26,10457,0,0,0,1936,2,64000
2,2784,34,10456,3,1,4,1924,2,775000
2,2797,31,10457,4,4,8,1910,2,1265000
2,2804,23,10457,6,1,7,1908,2,1264000
2,2804,23,10457,6,1,7,1908,2,1150000
2,2892,39,10457,2,3,5,1950,2,998000
2,2820,40,0,0,0,0,0,4,140000
2,2853,9,10453,0,3,3,1920,4,2000000
2,3918,51,10460,1,0,1,1920,1,449000
2,3931,34,10462,1,0,1,1920,1,325000
2,3937,121,10462,1,0,1,1910,1,335381
2,3989,4,10462,1,1,2,1967,1,266000
2,4023,45,10460,1,0,1,1920,1,300000
2,3915,37,10460,2,0,2,1899,1,510000
2,3916,7,10460,2,0,2,1925,1,385000
2,3916,33,10460,2,0,2,1925,1,345000
2,3917,35,10460,2,0,2,1901,1,292032
2,3917,46,10460,2,0,2,2006,1,293240
2,3935,74,10462,2,1,3,1930,1,670000
2,3937,59,10462,2,0,2,1925,1,761500
2,3937,61,10462,2,0,2,1930,1,618000
2,3937,128,10462,2,0,2,1930,1,665000
2,3948,22,10462,2,0,2,1915,1,1272812
2,3948,22,10462,2,0,2,1915,1,900000
2,4016,43,10460,2,0,2,1920,1,561000
2,4016,50,10460,2,0,2,1925,1,385000
2,4018,49,10460,2,0,2,1925,1,475000
2,4020,10,10460,2,0,2,1910,1,475000
2,4020,24,10460,2,0,2,1910,1,560000
2,4021,22,10460,2,0,2,1901,1,480000
2,4022,15,10460,2,0,2,1901,1,250000
2,4023,12,10460,2,0,2,1899,1,430950
2,4024,15,10460,2,0,2,1899,1,400000
2,4027,127,10460,2,0,2,1925,1,368000
2,4027,127,10460,2,0,2,1925,1,319000
2,4029,51,10460,2,0,2,1920,1,325000
2,4030,34,10460,2,0,2,1920,1,440000
2,4031,18,10462,2,0,2,1899,1,485000
2,3913,39,10460,3,0,3,1901,1,480000
2,3913,51,10460,3,0,3,2007,1,625000
2,3917,14,10460,3,0,3,1901,1,530000
2,3919,2,10460,3,0,3,1910,1,585000
2,3922,14,10460,3,0,3,1910,1,265000
2,3923,15,10462,3,0,3,1901,1,700000
2,3923,119,10462,3,0,3,2007,1,605000
2,3923,120,10462,3,0,3,2007,1,605000
2,3937,47,10462,3,0,3,1930,1,450000
2,3948,14,10462,3,0,3,1935,1,630000
2,4017,20,10460,3,0,3,2007,1,506493
2,4018,11,10460,3,0,3,1925,1,689000
2,4018,44,10460,3,0,3,1925,1,620000
2,4020,1,10460,3,0,3,1905,1,460000
2,4021,7,10460,3,0,3,1931,1,325000
2,4021,44,10460,3,0,3,1901,1,720000
2,4023,1,10460,3,0,3,2003,1,390000
2,4024,22,10460,3,0,3,1899,1,495000
2,4026,10,10460,3,0,3,1915,1,539000
2,4026,26,10462,3,0,3,1920,1,499995
2,4018,121,0,0,0,0,0,1,29529
2,3899,37,10460,20,5,25,1930,2,4500000
2,3899,55,10460,41,0,41,1930,2,6250000
2,3902,14,10460,5,0,5,1924,2,720000
2,3902,24,10460,4,0,4,1924,2,380000
2,3923,58,10460,4,0,4,1926,2,450000
2,3989,16,10462,4,0,4,1910,2,600000
2,3900,39,10460,0,0,0,1954,2,61000
2,3900,39,10460,0,0,0,1954,2,149000
2,3901,31,10460,0,0,0,1960,2,145000
2,3901,31,10460,0,0,0,1960,2,195000
2,3901,31,10460,0,0,0,1960,2,79000
2,3901,31,10460,0,0,0,1960,2,125000
2,3901,31,10460,0,0,0,1960,2,148000
2,3901,31,10460,0,0,0,1960,2,172000
2,3901,31,10460,0,0,0,1960,2,75000
2,3931,1,10462,0,0,0,1962,2,83000
2,3931,1,10462,0,0,0,1962,2,116500
2,3931,1,10462,0,0,0,1962,2,50000
2,3931,1,10462,0,0,0,1962,2,53000
2,3931,1,10462,0,0,0,1962,2,147000
2,3931,6,10462,0,0,0,1929,2,140000
2,3931,6,10462,0,0,0,1929,2,60840
2,3931,6,10462,0,0,0,1929,2,300000
2,3929,2024,10462,1,0,1,0,2,120000
2,3929,2060,10462,1,0,1,0,2,191500
2,3929,2074,10462,1,0,1,0,2,130000
2,3929,2099,10462,1,0,1,0,2,128000
2,3937,2104,10462,1,0,1,0,2,170000
2,3937,2121,10462,1,0,1,0,2,135000
2,3937,2177,10462,1,0,1,0,2,115000
2,3937,2320,10462,1,0,1,0,2,117000
2,3937,2371,10462,1,0,1,0,2,125000
2,3937,2539,10462,1,0,1,0,2,123000
2,3937,2565,10462,1,0,1,0,2,125000
2,3937,2570,10462,1,0,1,0,2,105000
2,3937,2648,10462,1,0,1,0,2,180000
2,3937,2681,10462,1,0,1,0,2,175000
2,3937,2681,10462,1,0,1,0,2,123000
2,3937,2729,10462,1,0,1,0,2,160000
2,3937,2759,10462,1,0,1,0,2,125000
2,3937,2763,10462,1,0,1,0,2,120000
2,3937,2766,10462,1,0,1,0,2,103000
2,3937,2778,10462,1,0,1,0,2,178000
2,3937,2815,10462,1,0,1,0,2,132000
2,3937,2831,10462,1,0,1,0,2,82000
2,3937,2837,10462,1,0,1,0,2,175000
2,3937,2909,10462,1,0,1,0,2,114500
2,3937,3009,10462,1,0,1,0,2,126000
2,3937,3021,10462,1,0,1,0,2,145000
2,3937,3146,10462,1,0,1,0,2,118000
2,3937,3203,10462,1,0,1,0,2,125500
2,3937,3226,10462,1,0,1,0,2,117000
2,3937,3262,10462,1,0,1,0,2,115000
2,3937,3273,10462,1,0,1,0,2,85000
2,3937,3303,10462,1,0,1,0,2,96000
2,3937,3333,10462,1,0,1,0,2,115000
2,3937,3374,10462,1,0,1,0,2,135000
2,3937,3391,10462,1,0,1,0,2,125000
2,3937,3426,10462,1,0,1,0,2,130000
2,3937,3491,10462,1,0,1,0,2,189500
2,3937,3534,10462,1,0,1,0,2,126500
2,3937,3562,10462,1,0,1,0,2,110000
2,3937,3597,10462,1,0,1,0,2,155000
2,3937,3660,10462,1,0,1,0,2,135000
2,3937,3687,10462,1,0,1,0,2,134000
2,3937,3732,10462,1,0,1,0,2,80000
2,3937,3799,10462,1,0,1,0,2,142500
2,3937,3799,10462,1,0,1,0,2,90000
2,3937,3919,10462,1,0,1,0,2,125000
2,3937,3924,10462,1,0,1,0,2,120000
2,3937,3948,10462,1,0,1,0,2,153000
2,3937,4008,10462,1,0,1,0,2,128000
2,3937,4090,10462,1,0,1,0,2,120501
2,3938,2032,10462,1,0,1,0,2,215000
2,3938,2091,10462,1,0,1,0,2,100000
2,3938,2153,10462,1,0,1,0,2,110000
2,3938,2257,10462,1,0,1,0,2,148000
2,3938,2358,10462,1,0,1,0,2,142193
2,3938,2440,10462,1,0,1,0,2,235000
2,3938,2458,10462,1,0,1,0,2,75000
2,3938,2771,10462,1,0,1,0,2,129792
2,3938,2878,10462,1,0,1,0,2,170000
2,3938,2923,10462,1,0,1,0,2,115000
2,3938,2925,10462,1,0,1,0,2,100000
2,3938,3175,10462,1,0,1,0,2,185000
2,3938,3191,10462,1,0,1,0,2,180000
2,3938,3292,10462,1,0,1,0,2,135000
2,3938,3325,10462,1,0,1,0,2,190000
2,3938,3454,10462,1,0,1,0,2,129000
2,3938,3469,10462,1,0,1,0,2,119000
2,3938,3593,10462,1,0,1,0,2,120000
2,3938,3605,10462,1,0,1,0,2,150000
2,3938,3622,10462,1,0,1,0,2,180000
2,3938,3650,10462,1,0,1,0,2,170000
2,3938,3773,10462,1,0,1,0,2,170000
2,3938,3778,10462,1,0,1,0,2,120000
2,3938,3823,10462,1,0,1,0,2,113000
2,3938,3842,10462,1,0,1,0,2,154900
2,3938,3974,10462,1,0,1,0,2,215000
2,3938,4031,10462,1,0,1,0,2,175000
2,3938,4037,10462,1,0,1,0,2,161345
2,3938,4079,10462,1,0,1,0,2,166000
2,3938,4084,10462,1,0,1,0,2,210000
2,3938,4211,10462,1,0,1,0,2,168000
2,3938,4215,10462,1,0,1,0,2,185000
2,3938,4258,10462,1,0,1,0,2,70000
2,3938,4259,10462,1,0,1,0,2,115000
2,3938,4319,10462,1,0,1,0,2,125000
2,3938,4397,10462,1,0,1,0,2,138000
2,3938,4411,10462,1,0,1,0,2,125000
2,3938,4460,10462,1,0,1,0,2,126000
2,3938,4610,10462,1,0,1,0,2,118000
2,3943,2006,10462,1,0,1,0,2,114500
2,3943,2166,10462,1,0,1,0,2,105000
2,3943,2175,10462,1,0,1,0,2,115000
2,3943,2184,10462,1,0,1,0,2,110000
2,3943,2233,10462,1,0,1,0,2,163000
2,3943,2235,10462,1,0,1,0,2,160000
2,3943,2235,10462,1,0,1,0,2,122000
2,3943,2649,10462,1,0,1,0,2,102111
2,3943,2730,10462,1,0,1,0,2,115000
2,3943,2848,10462,1,0,1,0,2,168000
2,3943,2907,10462,1,0,1,0,2,135000
2,3943,3092,10462,1,0,1,0,2,108498
2,3943,3105,10462,1,0,1,0,2,125000
2,3943,3273,10462,1,0,1,0,2,205000
2,3943,3367,10462,1,0,1,0,2,120000
2,3943,3373,10462,1,0,1,0,2,260000
2,3943,3431,10462,1,0,1,0,2,150000
2,3943,3525,10462,1,0,1,0,2,120000
2,3943,3736,10462,1,0,1,0,2,128329
2,3943,3747,10462,1,0,1,0,2,181000
2,3943,3809,10462,1,0,1,0,2,112000
2,3943,3922,10462,1,0,1,0,2,108500
2,3943,3992,10462,1,0,1,0,2,140000
2,3943,4120,10462,1,0,1,0,2,127104
2,3943,4241,10462,1,0,1,0,2,152000
2,3943,4305,10462,1,0,1,0,2,110000
2,3943,4343,10462,1,0,1,0,2,185000
2,3943,4397,10462,1,0,1,0,2,130000
2,3943,4447,10462,1,0,1,0,2,145000
2,3943,4709,10462,1,0,1,0,2,167310
2,3943,4770,10462,1,0,1,0,2,115000
2,3943,4771,10462,1,0,1,0,2,135000
2,3943,4782,10462,1,0,1,0,2,143500
2,3943,4828,10462,1,0,1,0,2,105000
2,3943,4859,10462,1,0,1,0,2,170000
2,3943,4905,10462,1,0,1,0,2,122000
2,3943,4995,10462,1,0,1,0,2,135000
2,3943,5181,10462,1,0,1,0,2,135000
2,3943,5183,10462,1,0,1,0,2,105000
2,3943,5261,10462,1,0,1,0,2,157000
2,3943,5297,10462,1,0,1,0,2,153000
2,3943,5361,10462,1,0,1,0,2,200000
2,3944,1074,10462,1,0,1,0,2,180000
2,3944,1202,10462,1,0,1,0,2,125000
2,3944,1212,10462,1,0,1,0,2,115800
2,3944,1226,10462,1,0,1,0,2,136000
2,3944,1329,10462,1,0,1,0,2,117500
2,3944,1352,10462,1,0,1,0,2,118000
2,3944,1365,10462,1,0,1,0,2,168800
2,3944,1410,10462,1,0,1,0,2,135000
2,3944,1466,10462,1,0,1,0,2,81000
2,3944,1466,10462,1,0,1,0,2,70000
2,3944,1478,10462,1,0,1,0,2,110000
2,3944,1519,10462,1,0,1,0,2,90000
2,3944,1593,10462,1,0,1,0,2,190000
2,3944,1594,10462,1,0,1,0,2,98100
2,3944,1771,10462,1,0,1,0,2,107500
2,3944,1947,10462,1,0,1,0,2,118000
2,3944,1950,10462,1,0,1,0,2,100000
2,3944,1952,10462,1,0,1,0,2,120000
2,3944,1977,10462,1,0,1,0,2,90000
2,3944,2049,10462,1,0,1,0,2,107000
2,3944,2052,10462,1,0,1,0,2,110000
2,3944,2054,10462,1,0,1,0,2,105000
2,3944,2066,10462,1,0,1,0,2,140000
2,3944,2090,10462,1,0,1,0,2,155000
2,3944,2226,10462,1,0,1,0,2,155000
2,3944,2235,10462,1,0,1,0,2,107000
2,3944,2240,10462,1,0,1,0,2,205000
2,3944,2243,10462,1,0,1,0,2,126000
2,3944,2264,10462,1,0,1,0,2,210000
2,3944,2267,10462,1,0,1,0,2,140000
2,3944,2280,10462,1,0,1,0,2,166000
2,3944,2314,10462,1,0,1,0,2,115000
2,3944,2318,10462,1,0,1,0,2,215000
2,3944,2318,10462,1,0,1,0,2,140000
2,3944,2400,10462,1,0,1,0,2,112000
2,3944,2415,10462,1,0,1,0,2,103000
2,3944,2430,10462,1,0,1,0,2,150000
2,3944,2593,10462,1,0,1,0,2,110000
2,3944,2638,10462,1,0,1,0,2,130000
2,3944,2657,10462,1,0,1,0,2,175000
2,3944,2693,10462,1,0,1,0,2,140000
2,3944,2749,10462,1,0,1,0,2,179000
2,3944,2752,10462,1,0,1,0,2,130000
2,3944,2756,10462,1,0,1,0,2,105000
2,3944,2796,10462,1,0,1,0,2,167000
2,3944,2825,10462,1,0,1,0,2,99000
2,3944,2909,10462,1,0,1,0,2,104900
2,3944,2920,10462,1,0,1,0,2,110800
2,3944,2925,10462,1,0,1,0,2,155000
2,3944,3033,10462,1,0,1,0,2,130000
2,3944,3056,10462,1,0,1,0,2,108000
2,3944,3117,10462,1,0,1,0,2,95000
2,3944,3252,10462,1,0,1,0,2,82000
